Entry	Reviewed	Entry Name	Protein names	Gene Names	Gene Names (ordered locus)	Organism	Length	Gene Ontology IDs	Transmembrane	Intramembrane
P73242	reviewed	FABD_SYNY3	Malonyl CoA-acyl carrier protein transacylase (MCT) (EC 2.3.1.39)	fabD slr2023	slr2023	Synechocystis sp. (strain PCC 6803 / Kazusa)	293	GO:0004314; GO:0005829; GO:0006633		
P73304	reviewed	RS5_SYNY3	Small ribosomal subunit protein uS5 (30S ribosomal protein S5)	rpsE rps5 sll1812	sll1812	Synechocystis sp. (strain PCC 6803 / Kazusa)	173	GO:0003735; GO:0006412; GO:0015935; GO:0019843		
P73312	reviewed	RL29_SYNY3	Large ribosomal subunit protein uL29 (50S ribosomal protein L29)	rpmC rpl29 ssl3436	ssl3436	Synechocystis sp. (strain PCC 6803 / Kazusa)	73	GO:0003735; GO:0006412; GO:0022625		
P73336	reviewed	RS20_SYNY3	Small ribosomal subunit protein bS20 (30S ribosomal protein S20)	rpsT rps20 ssl2233	ssl2233	Synechocystis sp. (strain PCC 6803 / Kazusa)	97	GO:0003735; GO:0005829; GO:0006412; GO:0015935; GO:0070181		
P73418	reviewed	DBH_SYNY3	DNA-binding protein HU	hup sll1712	sll1712	Synechocystis sp. (strain PCC 6803 / Kazusa)	100	GO:0003677; GO:0005829; GO:0030261; GO:0030527		
P73423	reviewed	CBID_SYNY3	Cobalt-precorrin-5B C(1)-methyltransferase (EC 2.1.1.195) (Cobalt-precorrin-6A synthase)	cbiD slr1538	slr1538	Synechocystis sp. (strain PCC 6803 / Kazusa)	378	GO:0009236; GO:0032259; GO:0043780; GO:0046140		
P73473	reviewed	RF3_SYNY3	Peptide chain release factor 3 (RF-3)	prfC slr1228	slr1228	Synechocystis sp. (strain PCC 6803 / Kazusa)	547	GO:0003924; GO:0005525; GO:0005829; GO:0006415; GO:0006449; GO:0016149; GO:0016150		
P73511	reviewed	PHSG_SYNY3	Glycogen phosphorylase (EC 2.4.1.1)	glgP sll1356	sll1356	Synechocystis sp. (strain PCC 6803 / Kazusa)	849	GO:0005737; GO:0005980; GO:0008184; GO:0030170; GO:0102250; GO:0102499		
P73527	reviewed	RISB_SYNY3	6,7-dimethyl-8-ribityllumazine synthase (DMRL synthase) (LS) (Lumazine synthase) (EC 2.5.1.78)	ribH sll1282	sll1282	Synechocystis sp. (strain PCC 6803 / Kazusa)	164	GO:0000906; GO:0005829; GO:0009231; GO:0009349		
P73599	reviewed	Y1304_SYNY3	Probable ketose 3-epimerase (EC 5.1.3.-)	sll1304	sll1304	Synechocystis sp. (strain PCC 6803 / Kazusa)	287	GO:0005975; GO:0016853; GO:0046872		
P73636	reviewed	RS6_SYNY3	Small ribosomal subunit protein bS6 (30S ribosomal protein S6)	rpsF rps6 sll1767	sll1767	Synechocystis sp. (strain PCC 6803 / Kazusa)	113	GO:0003735; GO:0005840; GO:0006412; GO:0070181; GO:1990904		
P73639	reviewed	Y1766_SYNY3	Uncharacterized protein sll1766	sll1766	sll1766	Synechocystis sp. (strain PCC 6803 / Kazusa)	398	GO:0016491; GO:0046872; GO:0051539		
P73646	reviewed	KHSE_SYNY3	Homoserine kinase (HK) (HSK) (EC 2.7.1.39)	thrB sll1760	sll1760	Synechocystis sp. (strain PCC 6803 / Kazusa)	306	GO:0004413; GO:0005524; GO:0005737; GO:0009088; GO:0016310		
P73747	reviewed	CPXS1_SYNY3	Chromophore lyase CpcS/CpeS 1 (EC 4.-.-.-)	cpcS1 sll0853	sll0853	Synechocystis sp. (strain PCC 6803 / Kazusa)	186	GO:0016829		
P73769	reviewed	MUTS_SYNY3	DNA mismatch repair protein MutS	mutS sll1165	sll1165	Synechocystis sp. (strain PCC 6803 / Kazusa)	878	GO:0003684; GO:0005524; GO:0005829; GO:0006298; GO:0030983; GO:0140664		
P73795	reviewed	Y1147_SYNY3	Uncharacterized protein sll1147	sll1147	sll1147	Synechocystis sp. (strain PCC 6803 / Kazusa)	137	GO:0004364; GO:0004602; GO:0005886	TRANSMEM 5..25; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 79..99; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 109..129; /note="Helical"; /evidence="ECO:0000255"	
P73796	reviewed	URE3_SYNY3	Urease subunit gamma (EC 3.5.1.5) (Urea amidohydrolase subunit gamma)	ureA slr1256	slr1256	Synechocystis sp. (strain PCC 6803 / Kazusa)	100	GO:0005737; GO:0009039; GO:0016151; GO:0043419		
P73820	reviewed	PRMA_SYNY3	Ribosomal protein L11 methyltransferase (L11 Mtase) (EC 2.1.1.-)	prmA sll1909	sll1909	Synechocystis sp. (strain PCC 6803 / Kazusa)	300	GO:0005737; GO:0008276; GO:0008757; GO:0032259; GO:0042054		
P73849	reviewed	COMB_SYNY3	Probable 2-phosphosulfolactate phosphatase (EC 3.1.3.71)	comB slr1718	slr1718	Synechocystis sp. (strain PCC 6803 / Kazusa)	241	GO:0000287; GO:0050532; GO:0050545		
P73879	reviewed	Y264_SYNY3	Putative esterase slr0264 (EC 3.1.1.-)	slr0264	slr0264	Synechocystis sp. (strain PCC 6803 / Kazusa)	369	GO:0034338; GO:0044255; GO:0047372		
P73903	reviewed	GLSA_SYNY3	Glutaminase (EC 3.5.1.2)	glsA slr2079	slr2079	Synechocystis sp. (strain PCC 6803 / Kazusa)	327	GO:0004359; GO:0006541		
P74095	reviewed	HYPC_SYNY3	Hydrogenase maturation factor HypC	hypC ssl3580	ssl3580	Synechocystis sp. (strain PCC 6803 / Kazusa)	76	GO:0005506; GO:0051604; GO:1902670		
P74117	reviewed	Y1972_SYNY3	Uncharacterized PIN and TRAM-domain containing protein slr1972 (Putative RNase slr1972) (EC 3.1.-.-)	slr1972	slr1972	Synechocystis sp. (strain PCC 6803 / Kazusa)	359	GO:0004518; GO:0046872		
P74149	reviewed	PETG_SYNY3	Cytochrome b6-f complex subunit 5 (Cytochrome b6-f complex subunit PetG) (Cytochrome b6-f complex subunit V)	petG smr0010	smr0010	Synechocystis sp. (strain PCC 6803 / Kazusa)	38	GO:0009512; GO:0015979; GO:0017004; GO:0031676; GO:0045158	TRANSMEM 5..25; /note="Helical"; /evidence="ECO:0000255|HAMAP-Rule:MF_00432"	
P74192	reviewed	TILS_SYNY3	tRNA(Ile)-lysidine synthase (EC 6.3.4.19) (tRNA(Ile)-2-lysyl-cytidine synthase) (tRNA(Ile)-lysidine synthetase)	tilS slr1278	slr1278	Synechocystis sp. (strain PCC 6803 / Kazusa)	330	GO:0005524; GO:0005737; GO:0006400; GO:0016879		
P74226	reviewed	RS10_SYNY3	Small ribosomal subunit protein uS10 (30S ribosomal protein S10)	rpsJ rps10 sll1101	sll1101	Synechocystis sp. (strain PCC 6803 / Kazusa)	105	GO:0000049; GO:0003735; GO:0006412; GO:0015935		
P74229	reviewed	RS7_SYNY3	Small ribosomal subunit protein uS7 (30S ribosomal protein S7)	rpsG rps7 sll1097	sll1097	Synechocystis sp. (strain PCC 6803 / Kazusa)	156	GO:0000028; GO:0000049; GO:0003729; GO:0003735; GO:0005840; GO:0006412; GO:0019843; GO:0022627		
P74257	reviewed	GLPD_SYNY3	Glycerol-3-phosphate dehydrogenase (EC 1.1.5.3)	glpD sll1085	sll1085	Synechocystis sp. (strain PCC 6803 / Kazusa)	553	GO:0004368; GO:0006071; GO:0009331; GO:0046168; GO:0052591		
P74266	reviewed	RL21_SYNY3	Large ribosomal subunit protein bL21 (50S ribosomal protein L21)	rplU rpl21 slr1678	slr1678	Synechocystis sp. (strain PCC 6803 / Kazusa)	124	GO:0003735; GO:0005737; GO:0005840; GO:0006412; GO:0019843; GO:1990904		
P74343	reviewed	Y1627_SYNY3	Uncharacterized membrane protein slr1627	slr1627	slr1627	Synechocystis sp. (strain PCC 6803 / Kazusa)	206	GO:0005886; GO:0006865; GO:0015171	TRANSMEM 9..29; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 47..67; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 74..94; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 150..170; /note="Helical"; /evidence="ECO:0000255"	
P74346	reviewed	Y1629_SYNY3	Uncharacterized RNA pseudouridine synthase slr1629 (EC 5.4.99.-) (RNA pseudouridylate synthase) (RNA-uridine isomerase)	slr1629	slr1629	Synechocystis sp. (strain PCC 6803 / Kazusa)	327	GO:0000455; GO:0003723; GO:0009982; GO:0120159		
P74355	reviewed	SSRP_SYNY3	SsrA-binding protein (Small protein B)	smpB slr1639	slr1639	Synechocystis sp. (strain PCC 6803 / Kazusa)	154	GO:0003723; GO:0005829; GO:0070929		
P74386	reviewed	URE2_SYNY3	Urease subunit beta (EC 3.5.1.5) (Urea amidohydrolase subunit beta)	ureB sll0420	sll0420	Synechocystis sp. (strain PCC 6803 / Kazusa)	105	GO:0009039; GO:0035550; GO:0043419		
P74435	reviewed	TRPF_SYNY3	N-(5'-phosphoribosyl)anthranilate isomerase (PRAI) (EC 5.3.1.24)	trpF sll0356	sll0356	Synechocystis sp. (strain PCC 6803 / Kazusa)	218	GO:0000162; GO:0004640		
P74476	reviewed	RF2_SYNY3	Peptide chain release factor 2 (RF-2)	prfB sll1865	sll1865	Synechocystis sp. (strain PCC 6803 / Kazusa)	372	GO:0005737; GO:0016149		
P74557	reviewed	Y1464_SYNY3	UPF0026 protein slr1464	slr1464	slr1464	Synechocystis sp. (strain PCC 6803 / Kazusa)	265	GO:0003824; GO:0046872; GO:0051539		
P74565	reviewed	SIGA_SYNY3	RNA polymerase sigma factor SigA	sigA rpoD rpoD1 slr0653	slr0653	Synechocystis sp. (strain PCC 6803 / Kazusa)	425	GO:0003677; GO:0005737; GO:0006352; GO:0016987		
P74593	reviewed	GLRX1_SYNY3	Probable glutaredoxin slr1562	slr1562	slr1562	Synechocystis sp. (strain PCC 6803 / Kazusa)	109	GO:0005737; GO:0015038; GO:0034599; GO:0045454		
P74690	reviewed	PHK_SYNY3	Probable phosphoketolase (EC 4.1.2.-)	slr0453	slr0453	Synechocystis sp. (strain PCC 6803 / Kazusa)	805	GO:0005975; GO:0016832		
P74733	reviewed	ARCC_SYNY3	Carbamate kinase (EC 2.7.2.2)	arcC sll0573	sll0573	Synechocystis sp. (strain PCC 6803 / Kazusa)	308	GO:0004349; GO:0005524; GO:0005829; GO:0006525; GO:0006561; GO:0008804; GO:0016310; GO:0035975		
P74810	reviewed	PETM_SYNY3	Cytochrome b6-f complex subunit 7 (Cytochrome b6-f complex subunit PetM) (Cytochrome b6-f complex subunit VII)	petM smr0003	smr0003	Synechocystis sp. (strain PCC 6803 / Kazusa)	36	GO:0009055; GO:0009512; GO:0015979; GO:0031676	TRANSMEM 9..29; /note="Helical"; /evidence="ECO:0000255|HAMAP-Rule:MF_00396"	
P75028	reviewed	PCXA_SYNY3	Proton extrusion protein PcxA	pcxA cotA slr1596	slr1596	Synechocystis sp. (strain PCC 6803 / Kazusa)	440	GO:0005886; GO:0015078	TRANSMEM 217..236; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 317..339; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 352..374; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 402..421; /note="Helical"; /evidence="ECO:0000255"	
P77964	reviewed	SECY_SYNY3	Protein translocase subunit SecY	secY sll1814	sll1814	Synechocystis sp. (strain PCC 6803 / Kazusa)	442	GO:0005048; GO:0006616; GO:0008320; GO:0031522; GO:0031676; GO:0043952	TRANSMEM 29..49; /note="Helical"; /evidence="ECO:0000255|HAMAP-Rule:MF_01465"; TRANSMEM 69..89; /note="Helical"; /evidence="ECO:0000255|HAMAP-Rule:MF_01465"; TRANSMEM 126..146; /note="Helical"; /evidence="ECO:0000255|HAMAP-Rule:MF_01465"; TRANSMEM 153..173; /note="Helical"; /evidence="ECO:0000255|HAMAP-Rule:MF_01465"; TRANSMEM 182..202; /note="Helical"; /evidence="ECO:0000255|HAMAP-Rule:MF_01465"; TRANSMEM 217..237; /note="Helical"; /evidence="ECO:0000255|HAMAP-Rule:MF_01465"; TRANSMEM 274..294; /note="Helical"; /evidence="ECO:0000255|HAMAP-Rule:MF_01465"; TRANSMEM 320..340; /note="Helical"; /evidence="ECO:0000255|HAMAP-Rule:MF_01465"; TRANSMEM 377..397; /note="Helical"; /evidence="ECO:0000255|HAMAP-Rule:MF_01465"; TRANSMEM 400..420; /note="Helical"; /evidence="ECO:0000255|HAMAP-Rule:MF_01465"	
Q01950	reviewed	PYC1_SYNY3	Phycobilisome 7.8 kDa linker polypeptide, allophycocyanin-associated, core (LC 7.8)	apcC ssr3383	ssr3383	Synechocystis sp. (strain PCC 6803 / Kazusa)	67	GO:0015979; GO:0030089; GO:0031676		
Q55121	reviewed	CCMO_SYNY3	Carboxysome assembly protein CcmO (Carbon dioxide concentrating mechanism protein CcmO)	ccmO slr0436	slr0436	Synechocystis sp. (strain PCC 6803 / Kazusa)	297	GO:0015977; GO:0015979; GO:0031470; GO:0043886		
Q55156	reviewed	Y064_SYNY3	Putative RNA methyltransferase slr0064 (EC 2.1.1.-)	slr0064	slr0064	Synechocystis sp. (strain PCC 6803 / Kazusa)	384	GO:0003723; GO:0016423; GO:0030488		
Q55163	reviewed	FMT_SYNY3	Methionyl-tRNA formyltransferase (EC 2.1.2.9)	fmt slr0070	slr0070	Synechocystis sp. (strain PCC 6803 / Kazusa)	330	GO:0004479; GO:0004644; GO:0005737; GO:0005829; GO:0006189		
Q55445	reviewed	Y041_SYNY3	Putative methyl-accepting chemotaxis protein sll0041	sll0041	sll0041	Synechocystis sp. (strain PCC 6803 / Kazusa)	1000	GO:0004888; GO:0006935; GO:0007165; GO:0016020		
Q55482	reviewed	ISPT_SYNY3	Isoprenyl transferase (EC 2.5.1.-)	uppS sll0506	sll0506	Synechocystis sp. (strain PCC 6803 / Kazusa)	249	GO:0000287; GO:0002094; GO:0016094		
Q55498	reviewed	PURE_SYNY3	N5-carboxyaminoimidazole ribonucleotide mutase (N5-CAIR mutase) (EC 5.4.99.18) (5-(carboxyamino)imidazole ribonucleotide mutase)	purE sll0901	sll0901	Synechocystis sp. (strain PCC 6803 / Kazusa)	176	GO:0006189; GO:0034023		
Q55694	reviewed	MNMG_SYNY3	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG (Glucose-inhibited division protein A)	mnmG gidA sll0202	sll0202	Synechocystis sp. (strain PCC 6803 / Kazusa)	635	GO:0002098; GO:0005737; GO:0030488; GO:0050660		
Q55724	reviewed	DUS1_SYNY3	Probable tRNA-dihydrouridine synthase 1 (EC 1.3.1.-)	dus1 slr0644	slr0644	Synechocystis sp. (strain PCC 6803 / Kazusa)	355	GO:0000049; GO:0017150; GO:0050660		
Q55736	reviewed	NHAS5_SYNY3	Na(+)/H(+) antiporter NhaS5 (Sodium/proton antiporter NhaS5)	nhaS5 napA slr0415	slr0415	Synechocystis sp. (strain PCC 6803 / Kazusa)	698	GO:0006814; GO:0015297; GO:0016020; GO:1902600	TRANSMEM 10..30; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 35..55; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 65..85; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 100..120; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 121..141; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 156..176; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 184..204; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 222..242; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 275..295; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 300..320; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 333..353; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 370..390; /note="Helical"; /evidence="ECO:0000255"	
Q55819	reviewed	KAIB3_SYNY3	Circadian clock protein KaiB3	kaiB3 sll0486	sll0486	Synechocystis sp. (strain PCC 6803 / Kazusa)	102	GO:0048511		
Q55834	reviewed	EXBL1_SYNY3	Putative biopolymer transport protein ExbB-like 1	sll0477	sll0477	Synechocystis sp. (strain PCC 6803 / Kazusa)	254	GO:0005886; GO:0017038	TRANSMEM 39..59; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 141..161; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 185..205; /note="Helical"; /evidence="ECO:0000255"	
Q55854	reviewed	CYSR_SYNY3	Regulatory protein CysR homolog	cysR sll0594	sll0594	Synechocystis sp. (strain PCC 6803 / Kazusa)	205	GO:0003677; GO:0003700; GO:0005829; GO:0008272		
Q55855	reviewed	GLK_SYNY3	Glucokinase (EC 2.7.1.2) (Glucose kinase)	glk sll0593	sll0593	Synechocystis sp. (strain PCC 6803 / Kazusa)	355	GO:0004340; GO:0005524; GO:0005536; GO:0005737; GO:0006096		
Q55860	reviewed	COBQ_SYNY3	Cobyric acid synthase	cobQ cbiP slr0618	slr0618	Synechocystis sp. (strain PCC 6803 / Kazusa)	498	GO:0003824; GO:0006541; GO:0009236; GO:0015420		
P0CJ64	reviewed	YOEB_SYNY3	Toxin YoeB (EC 3.1.-.-) (Endoribonuclease YoeB) (Putative mRNA interferase YoeB)	yoeB ssr2754.1	ssr2754.1	Synechocystis sp. (strain PCC 6803 / Kazusa)	86	GO:0003723; GO:0004519; GO:0006401		
P15729	reviewed	GLCP_SYNY3	Glucose transport protein	gtr glcP sll0771	sll0771	Synechocystis sp. (strain PCC 6803 / Kazusa)	468	GO:0005351; GO:0005886; GO:0008643; GO:0016020	TRANSMEM 18..38; /note="Helical; Name=1"; /evidence="ECO:0000255"; TRANSMEM 59..78; /note="Helical; Name=2"; /evidence="ECO:0000255"; TRANSMEM 85..105; /note="Helical; Name=3"; /evidence="ECO:0000255"; TRANSMEM 115..135; /note="Helical; Name=4"; /evidence="ECO:0000255"; TRANSMEM 150..170; /note="Helical; Name=5"; /evidence="ECO:0000255"; TRANSMEM 187..207; /note="Helical; Name=6"; /evidence="ECO:0000255"; TRANSMEM 266..286; /note="Helical; Name=7"; /evidence="ECO:0000255"; TRANSMEM 308..328; /note="Helical; Name=8"; /evidence="ECO:0000255"; TRANSMEM 332..352; /note="Helical; Name=9"; /evidence="ECO:0000255"; TRANSMEM 367..387; /note="Helical; Name=10"; /evidence="ECO:0000255"; TRANSMEM 413..433; /note="Helical; Name=11"; /evidence="ECO:0000255"; TRANSMEM 437..457; /note="Helical; Name=12"; /evidence="ECO:0000255"	
P22039	reviewed	Y191_SYNY3	Uncharacterized PKHD-type hydroxylase sll0191 (EC 1.14.11.-) (ORF60-3)	sll0191	sll0191	Synechocystis sp. (strain PCC 6803 / Kazusa)	303	GO:0005506; GO:0016705; GO:0031418; GO:0051213		
P28371	reviewed	EFG1_SYNY3	Elongation factor G 1 (EF-G 1)	fusA fus slr1463	slr1463	Synechocystis sp. (strain PCC 6803 / Kazusa)	695	GO:0003746; GO:0003924; GO:0005525; GO:0005737; GO:0032790		
P29256	reviewed	PSAF_SYNY3	Photosystem I reaction center subunit III (PSI-F)	psaF sll0819	sll0819	Synechocystis sp. (strain PCC 6803 / Kazusa)	165	GO:0009538; GO:0015979; GO:0030094		
P36237	reviewed	RL11_SYNY3	Large ribosomal subunit protein uL11 (50S ribosomal protein L11)	rplK rpl11 sll1743	sll1743	Synechocystis sp. (strain PCC 6803 / Kazusa)	141	GO:0003735; GO:0006412; GO:0022625; GO:0070180		
P42351	reviewed	C55L_SYNY3	Cytochrome c-553-like	cytM sll1245	sll1245	Synechocystis sp. (strain PCC 6803 / Kazusa)	105	GO:0009055; GO:0015979; GO:0020037; GO:0046872		
P48054	reviewed	HIS7_SYNY3	Imidazoleglycerol-phosphate dehydratase (IGPD) (EC 4.2.1.19)	hisB slr0500	slr0500	Synechocystis sp. (strain PCC 6803 / Kazusa)	210	GO:0000105; GO:0004424; GO:0005737		
P48946	reviewed	RS18_SYNY3	Small ribosomal subunit protein bS18 (30S ribosomal protein S18)	rpsR rps18 ssr1399	ssr1399	Synechocystis sp. (strain PCC 6803 / Kazusa)	71	GO:0003735; GO:0006412; GO:0022627; GO:0070181		
P48957	reviewed	RL20_SYNY3	Large ribosomal subunit protein bL20 (50S ribosomal protein L20)	rplT rpl20 sll0767	sll0767	Synechocystis sp. (strain PCC 6803 / Kazusa)	117	GO:0000027; GO:0003735; GO:0006412; GO:0019843; GO:0022625		
P49995	reviewed	DNAA_SYNY3	Chromosomal replication initiator protein DnaA	dnaA sll0848	sll0848	Synechocystis sp. (strain PCC 6803 / Kazusa)	447	GO:0003688; GO:0005524; GO:0005737; GO:0005886; GO:0006260; GO:0006270; GO:0006275; GO:0016887		
P54148	reviewed	Y537_SYNY3	Putative ammonium transporter sll0537	sll0537	sll0537	Synechocystis sp. (strain PCC 6803 / Kazusa)	541	GO:0005886; GO:0007165; GO:0008519; GO:0072488; GO:0097272	TRANSMEM 6..26; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 44..64; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 86..106; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 117..137; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 161..181; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 203..223; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 235..255; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 260..280; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 283..303; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 316..336; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 356..376; /note="Helical"; /evidence="ECO:0000255"	
P72623	reviewed	GLGA2_SYNY3	Probable glycogen synthase 2 (EC 2.4.1.21) (Starch [bacterial glycogen] synthase 2)	glgA2 sll1393	sll1393	Synechocystis sp. (strain PCC 6803 / Kazusa)	491	GO:0004373; GO:0005978; GO:0009011; GO:0033201		
P72689	reviewed	IF2_SYNY3	Translation initiation factor IF-2	infB slr0744	slr0744	Synechocystis sp. (strain PCC 6803 / Kazusa)	1001	GO:0003743; GO:0003924; GO:0005525; GO:0005737; GO:0006413		
P72712	reviewed	PSAK1_SYNY3	Photosystem I reaction center subunit PsaK 1 (Photosystem I subunit X 1)	psaK1 psaK ssr0390	ssr0390	Synechocystis sp. (strain PCC 6803 / Kazusa)	86	GO:0009522; GO:0015979; GO:0031676	TRANSMEM 14..34; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 61..81; /note="Helical"; /evidence="ECO:0000255"	
P72929	reviewed	Y1021_SYNY3	Flotillin family inner membrane protein sll1021	sll1021	sll1021	Synechocystis sp. (strain PCC 6803 / Kazusa)	673	GO:0005886; GO:0045121; GO:0072659	TRANSMEM 60..80; /note="Helical"; /evidence="ECO:0000255"	
P72935	reviewed	Y1017_SYNY3	Putative ammonium transporter sll1017	sll1017	sll1017	Synechocystis sp. (strain PCC 6803 / Kazusa)	442	GO:0005886; GO:0008519; GO:0072488; GO:0097272	TRANSMEM 5..25; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 44..64; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 81..101; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 104..124; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 133..153; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 155..175; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 193..213; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 240..260; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 269..289; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 299..319; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 325..345; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 354..374; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 386..406; /note="Helical"; /evidence="ECO:0000255"	
P72941	reviewed	EXBL2_SYNY3	Putative biopolymer transport protein ExbB-like 2	slr0677	slr0677	Synechocystis sp. (strain PCC 6803 / Kazusa)	227	GO:0005886; GO:0017038	TRANSMEM 10..30; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 111..131; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 155..175; /note="Helical"; /evidence="ECO:0000255"	
P72966	reviewed	BTPA_SYNY3	Photosystem I biogenesis protein BtpA	btpA sll0634	sll0634	Synechocystis sp. (strain PCC 6803 / Kazusa)	287			
P72970	reviewed	Y1592_SYNY3	Uncharacterized RNA pseudouridine synthase slr1592 (EC 5.4.99.-) (RNA pseudouridylate synthase) (RNA-uridine isomerase)	slr1592	slr1592	Synechocystis sp. (strain PCC 6803 / Kazusa)	291	GO:0000455; GO:0003723; GO:0009982; GO:0120159		
P73009	reviewed	Y1045_SYNY3	Probable ABC transporter permease protein slr1045	slr1045	slr1045	Synechocystis sp. (strain PCC 6803 / Kazusa)	263	GO:0005548; GO:0005886; GO:0015914; GO:0043190	TRANSMEM 12..32; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 52..72; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 97..117; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 140..162; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 167..186; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 192..212; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 234..254; /note="Helical"; /evidence="ECO:0000255"	
P73145	reviewed	SSB2_SYNY3	Thylakoid-associated single-stranded DNA-binding protein slr1034 (Thylakoid-associated SSB)	slr1034	slr1034	Synechocystis sp. (strain PCC 6803 / Kazusa)	129	GO:0003697; GO:0009295; GO:0031676		
P73157	reviewed	LEP2_SYNY3	Probable signal peptidase I-2 (SPase I-2) (EC 3.4.21.89) (Leader peptidase I-2)	lepB2 slr1377	slr1377	Synechocystis sp. (strain PCC 6803 / Kazusa)	218	GO:0004252; GO:0005886; GO:0006465	TRANSMEM 27..43; /note="Helical"; /evidence="ECO:0000255"	
P73182	reviewed	FEOB_SYNY3	Fe(2+) transporter FeoB (Ferrous iron transport protein B homolog)	feoB slr1392	slr1392	Synechocystis sp. (strain PCC 6803 / Kazusa)	614	GO:0005525; GO:0005886; GO:0015093	TRANSMEM 234..254; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 297..317; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 374..394; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 404..424; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 466..486; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 504..524; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 558..578; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 585..605; /note="Helical"; /evidence="ECO:0000255"	
